Unique Id,Price
11001,374373.2091585944
11002,988043.7144150563
11003,1475350.1093446738
11004,2357674.560295418
11005,2974258.7281899205
11006,2630454.351909488
11007,3294372.0807012836
11008,2500584.3181929747
11009,440290.465959972
11010,1398462.1790351048
11011,3526524.4082259233
11012,1479610.5445892378
11013,1559022.9491025882
11014,1895992.7039086893
11015,692823.6943274975
11016,1001267.841028088
11017,2333820.5019233804
11018,276962.20205667603
11019,702977.1497296463
11020,462193.9810976104
11021,216383.3439511108
11022,731742.6264738305
11023,375048.695240713
11024,512074.1533818112
11025,1488233.6338347427
11026,3150569.8407310215
11027,1009561.3680323844
11028,418978.3224635299
11029,783515.8795619416
11030,1562654.9715079016
11031,665386.7225526202
11032,649368.9638929131
11033,1159615.915162713
11034,1230051.299199487
11035,794293.3954163268
11036,342298.5465533336
11037,660601.2887253677
11038,924643.5020763106
11039,1017161.3898970014
11040,778407.8400771494
11041,2226918.0087012104
11042,269490.8479838958
11043,996938.5922939773
11044,265486.6514158103
11045,597922.6730272642
11046,685489.5885136843
11047,1301712.390107047
11048,715938.6766616319
11049,2080540.9565842885
11050,1314341.156137061
11051,352613.2130876026
11052,789071.4075400843
11053,2080545.1246879145
11054,940538.8229402801
11055,117353.15705685374
11056,1575598.882799383
11057,496218.0496755173
11058,1277995.6119983061
11059,375878.355031574
11060,1116620.6417141003
11061,183876.99389044364
11062,836914.1730055553
11063,1831760.5256396949
11064,526334.2621598112
11065,738472.7268707834
11066,608220.0144833578
11067,2731564.3245256776
11068,927816.7238884851
11069,689761.0997316014
11070,1625892.1435473424
11071,1499508.3871430522
11072,2202999.6766178836
11073,623337.3298903495
11074,2087643.5873873688
11075,825177.1003890553
11076,704593.868922076
11077,332721.3528757759
11078,206433.26221034845
11079,830054.2605651636
11080,2759578.503465329
11081,313121.0644711119
11082,560014.7429288938
11083,1041687.2750090942
11084,497795.3617354219
11085,423504.2698010655
11086,153391.44338114813
11087,595943.5932024395
11088,164390.13450205355
11089,968068.2814037639
11090,693576.2645387036
11091,2326428.832566534
11092,2655826.410149739
11093,184728.6069505098
11094,2967243.3944591586
11095,601928.4564862701
11096,499516.5238622418
11097,730254.4715547661
11098,1054441.2073700838
11099,1442851.019948165
11100,2387605.0480567445
11101,889010.1955451248
11102,773795.7441362017
11103,386054.3578790169
11104,1010035.2360128819
11105,457644.18392566836
11106,806676.4941673964
11107,3728954.580961195
11108,425350.4107446737
11109,1736036.8910965656
11110,266323.05249534885
11111,442975.9100428062
11112,235393.94178056915
11113,1606392.8078838044
11114,5105507.275076642
11115,520280.50870332576
11116,150633.8670130207
11117,715452.9901679864
11118,414629.260375839
11119,1825481.5758876821
11120,917835.921036271
11121,1720050.863544824
11122,540492.1790566982
11123,229861.0080458892
11124,1759684.5640799163
11125,792435.0044195168
11126,310312.959518117
11127,732709.0765026262
11128,631767.562153315
11129,1840748.0606326987
11130,2310324.8722041855
11131,676398.1551544875
11132,761636.7954419581
11133,329611.015633922
11134,2716757.753177513
11135,937700.7130948744
11136,315358.7038849484
