Unique Id,Price
11001,383086.73796052503
11002,987089.9439362624
11003,1521849.7972094181
11004,2382884.8501900043
11005,3007407.111181597
11006,2581173.5701841917
11007,3298951.921354712
11008,2482110.3793409807
11009,336086.58544987865
11010,1446513.0543853494
11011,3442757.9858421655
11012,1462951.8268931974
11013,1581641.1271578597
11014,1958270.8640413233
11015,689668.1237267776
11016,1026593.4473460781
11017,2323264.525187329
11018,277454.7411600669
11019,710508.2729033593
11020,463229.16377887054
11021,214323.85679981153
11022,712263.7205954503
11023,359454.69444943423
11024,506427.0828399351
11025,1453853.9793998627
11026,3488042.5949553926
11027,1001873.4936095871
11028,418677.527038925
11029,761649.4327690447
11030,1529705.4623037062
11031,663758.9819823683
11032,568338.7307806864
11033,1193938.3754276184
11034,1258614.3062965497
11035,775246.0384241233
11036,335290.8580577542
11037,683029.1584794188
11038,901412.8901773066
11039,914643.6080768489
11040,770797.8594355251
11041,2133887.7270164574
11042,276704.180549477
11043,990613.7721917148
11044,279968.5502936468
11045,771402.7551292022
11046,678280.4485399704
11047,1279821.0592747128
11048,687339.1456169565
11049,2143967.819958685
11050,1314246.3750030356
11051,354028.16004171286
11052,727569.177518621
11053,2084064.060727279
11054,879358.0929305488
11055,152912.69410473318
11056,1561937.4776349466
11057,562371.8470522098
11058,1359686.8240866717
11059,393859.1532674686
11060,1048819.3434590772
11061,177956.5807217193
11062,899112.1013717663
11063,1884276.775927266
11064,514156.97939467966
11065,698319.6277064898
11066,319127.71817319136
11067,2756598.0168213965
11068,1003556.7847767733
11069,697335.3464982964
11070,1537295.3954845443
11071,1534548.9690689202
11072,2244197.717775983
11073,629140.8235095277
11074,1999084.6264892502
11075,893391.7623922089
11076,675488.134402496
11077,334635.37517604604
11078,296311.9882182091
11079,888741.221712685
11080,2727694.3694623047
11081,425376.39711998584
11082,587835.8005250318
11083,1092253.8794426282
11084,442151.90748724935
11085,436372.6080621571
11086,144601.11695830978
11087,616981.9976089523
11088,149856.57672824152
11089,906182.2482255204
11090,614980.780486066
11091,2322504.25943442
11092,2688454.7939347336
11093,141805.7407460087
11094,3031003.4699506834
11095,578771.0758778552
11096,452762.72361097916
11097,719349.9492460903
11098,1074663.0097521471
11099,1480069.7164685903
11100,2389545.7404816574
11101,956617.8073377088
11102,850015.9003463575
11103,432323.38589463796
11104,999582.74314399
11105,402177.22308619565
11106,775521.1376486603
11107,3779288.040516392
11108,421572.7584648519
11109,1754563.6833290881
11110,314404.8127249163
11111,418562.7359983186
11112,238078.9575898146
11113,1595947.959676805
11114,5034267.1921299305
11115,449671.808360418
11116,131361.5238101507
11117,548146.9849709178
11118,380501.0767161658
11119,1830763.8103662196
11120,958171.1647848536
11121,1605612.4751831542
11122,589009.266870477
11123,247771.29831533
11124,1725556.0914921176
11125,831453.7212373205
11126,274224.1385290294
11127,704391.738589346
11128,624114.29136093
11129,1857283.947561317
11130,2253389.1888266555
11131,648363.1760444796
11132,779264.020763402
11133,333793.1735582215
11134,2622024.54602783
11135,934116.2915574373
11136,303953.5255133319
11137,390038.66039158136
11138,1008871.16698074
11139,479525.42637582356
11140,2967480.803527287
11141,1696225.6310582974
11142,1135687.9779457545
11143,780582.1087951511
11144,2076352.6578464466
11145,607239.978634109
11146,1037975.7185971456
11147,1075811.3348268147
11148,1381051.7523586194
11149,1096750.9793603672
11150,902338.1957990004
11151,860981.2132862993
11152,1382112.6686769961
11153,3208137.843894447
11154,1613377.7532372957
11155,1500806.3303876384
11156,941225.6769953707
11157,201943.64503138798
11158,1021156.1050919342
11159,885922.631094048
11160,780250.9182218099
11161,604800.5908156331
11162,1304776.7408693042
11163,689809.2288064667
