Unique Id,Price
11001,392967.21503753134
11002,985609.6806326609
11003,1553834.6810438682
11004,2384113.298388398
11005,2993382.7861339636
11006,2736749.839419616
11007,3279218.276117515
11008,2513187.810921196
11009,365862.79732462176
11010,1384950.624329332
11011,3375698.1479884684
11012,1497431.8970879298
11013,1589638.0317423511
11014,1933158.9211687348
11015,638092.6128672472
11016,1014332.7296102316
11017,2303929.6983001456
11018,270291.7064971171
11019,678270.691788086
11020,455517.3891182386
11021,266272.78746791295
11022,658056.8842674508
11023,358270.549523504
11024,499346.27358255215
11025,1450391.8286204748
11026,3577621.6725679063
11027,1008612.8155813699
11028,411469.8394656678
11029,834156.2588029868
11030,1478762.1118107445
11031,679396.7980175348
11032,603710.6389589779
11033,1151895.8925249546
11034,1251874.9641406096
11035,758635.4296416445
11036,317462.9328947532
11037,676418.4147993317
11038,922538.4750045639
11039,921631.36981934
11040,794945.4033604806
11041,2217711.7402114924
11042,293534.28480237984
11043,1000365.8444176116
11044,272633.4915617892
11045,709308.3642918487
11046,662022.1235744352
11047,1242724.1347072066
11048,734833.3812066981
11049,2152069.7668967335
11050,1321828.512451018
11051,361039.310643077
11052,723782.7814160002
11053,2076393.779098431
11054,998297.8713579228
11055,119549.32613375933
11056,1574776.3225219764
11057,560622.3376913542
11058,1183637.4812967419
11059,367065.35034093296
11060,1050150.3846090755
11061,243688.46474470355
11062,871373.5277686138
11063,1890192.324176595
11064,543655.4025311233
11065,784924.418442516
11066,259578.93422057424
11067,2737985.6138462434
11068,957061.8910921597
11069,668466.0201607846
11070,1545097.0076298302
11071,1550682.9419076974
11072,2286483.132256683
11073,639797.3430169548
11074,2018737.404795883
11075,850939.2647111292
11076,696648.5645626165
11077,344201.56802234706
11078,370821.8217961046
11079,841971.0666609938
11080,2671824.331820895
11081,417027.1546761869
11082,620056.5299522696
11083,1069889.3459059538
11084,464563.81077299634
11085,454393.7110064659
11086,151006.09421411797
11087,648667.1652981025
11088,131724.68255741027
11089,948891.3844733416
11090,626362.3052318052
11091,2248878.4304293473
11092,2669911.7827041647
11093,162885.14469292577
11094,3037076.611790686
11095,614886.124194866
11096,470518.197262828
11097,723041.2294673645
11098,1044689.3380447421
11099,1432754.6877588914
11100,2417765.318802416
11101,976085.7150522405
11102,823195.1394682855
11103,376893.7640491386
11104,1008116.47976245
11105,398384.6496518907
11106,783875.2854520705
11107,3725286.5629937258
11108,414583.62018537096
11109,1792502.3843560205
11110,281064.3185919359
11111,454196.48011162406
11112,266621.5162841964
11113,1627787.845217653
11114,5035853.916505039
11115,488136.55108533835
11116,118880.18674303757
11117,553380.4216253873
11118,359467.21886471997
11119,1860842.4433565766
11120,967450.9616245335
11121,1674440.7557109122
11122,684856.0610469365
11123,250775.87547267447
11124,1722884.8591772811
11125,803368.1144512644
11126,296374.8959552737
11127,690722.5333746268
11128,625576.0848546522
11129,1850661.5540630454
11130,2289825.0694132773
11131,663316.2325743054
11132,808818.1005175768
11133,346916.77513543505
11134,2677205.644149691
11135,970143.092178465
11136,299500.45381730265
11137,392478.76607677026
11138,1045993.0397261324
11139,489143.6424571631
11140,2928013.7523477464
11141,1609066.590239512
11142,1140632.2448971455
11143,786202.067438651
11144,2109369.038428344
11145,590080.8358762978
11146,1003742.5476623474
11147,1129636.244305091
11148,1370233.963157249
11149,1073199.2176494943
11150,870713.1452811694
11151,833508.3998252839
11152,1448324.0793975233
11153,3295521.925915785
11154,1635539.3756350544
11155,1511203.7025059962
11156,943640.3228122517
11157,209558.6163138056
11158,1013923.8571087166
11159,903603.4335157499
11160,785611.6251901651
11161,620150.3331181217
11162,1203058.0012657924
11163,697667.8599572916
11164,1411249.2042720232
11165,1029998.1353644853
11166,2625892.9167225696
11167,212185.09051261903
11168,937784.4054606442
11169,962962.343710415
11170,637481.0106077655
11171,1580137.3533048073
11172,1101297.71977678
11173,940138.2810607448
11174,1872559.7035302666
11175,495680.45257200743
11176,832698.7996281084
11177,563569.4108294767
11178,2564957.6068365616
11179,1137839.1200097778
11180,1359703.798835357
11181,551294.1360864382
11182,2033282.4180332238
11183,927555.6250079537
11184,342455.40729558514
11185,312809.06117858534
11186,1449959.2018735586
11187,199428.09827557992
11188,722961.4105565051
11189,606544.0170972744
11190,666706.7257504263
11191,897847.0785943817
11192,975222.5275385967
11193,1954847.4468836125
11194,891266.194959921
11195,444029.99188112305
11196,392046.1899744292
11197,751236.3006575834
11198,3426894.423545328
11199,425151.7719265705
11200,498875.0862493273
