Unique Id,Price
11001,378575.22077476955
11002,963783.4313118429
11003,1518328.9993252526
11004,2343957.0224768375
11005,2989209.036711263
11006,2630511.1856578393
11007,3270368.1397363627
11008,2469445.7263409994
11009,313699.30845761416
11010,1385628.449479774
11011,3311669.7755856863
11012,1517695.6421981012
11013,1589227.9170522976
11014,1981694.8455211555
11015,629013.1745411387
11016,1017707.3378082447
11017,2328004.0603260947
11018,269314.5591718789
11019,702391.630590948
11020,443395.98276278016
11021,207810.82715211948
11022,697008.9956943244
11023,360771.48406373616
11024,489074.0692884045
11025,1464009.8788483555
11026,3497526.408364765
11027,1013900.2637232819
11028,450052.5327500556
11029,811945.9426024182
11030,1493766.0055498774
11031,656392.8791168802
11032,592160.8588496778
11033,1173845.8535662103
11034,1281709.6996165044
11035,776111.6327212511
11036,308959.11382691487
11037,670211.5404101318
11038,874924.1793036268
11039,950398.3000420778
11040,766235.2745652085
11041,2273933.6341606085
11042,290888.22991851333
11043,1006795.8575318841
11044,265230.3678576628
11045,733979.5634834588
11046,639347.384281553
11047,1295414.834551963
11048,712243.8792272015
11049,2137431.8249643743
11050,1344216.8247956045
11051,363152.4779808428
11052,737253.4975826808
11053,2090386.75058035
11054,899353.770676021
11055,141736.13040370814
11056,1600023.067452215
11057,494463.4468046735
11058,1224082.959178355
11059,378529.85506634525
11060,1020318.2348673287
11061,161256.49995081231
11062,873795.5151527679
11063,1923376.3414871977
11064,552187.7891685414
11065,876423.9571687285
11066,303314.1653695374
11067,2734999.9178447984
11068,978166.1410308535
11069,648811.9708974537
11070,1542361.2300835797
11071,1542065.2697837208
11072,2250706.6605013865
11073,656895.9861282948
11074,2048599.7589303534
11075,885038.8664608623
11076,688872.8246287315
11077,342140.5860162261
11078,382469.00558940275
11079,874348.526636936
11080,2691866.17479836
11081,409294.11151568254
11082,604886.1710479119
11083,1061931.319406562
11084,423191.3218607537
11085,445090.3319062309
11086,137328.78482298396
11087,548325.8006022328
11088,138772.95642151902
11089,954496.1246865852
11090,620384.1255475305
11091,2303242.1924207513
11092,2621639.4107422465
11093,145221.36317922498
11094,2966772.1624595276
11095,623583.2874845961
11096,479902.9334930449
11097,710086.2521334399
11098,1068227.0876419214
11099,1369675.889656979
11100,2374362.3909311797
11101,963386.7963519013
11102,809895.1722702081
11103,394872.4875519371
11104,1005672.0825127376
11105,400846.2710251488
11106,780611.7657498951
11107,3732435.1523622395
11108,422329.207805994
11109,1769771.5464899254
11110,259815.0714359486
11111,449224.6147527069
11112,256252.3177347794
11113,1613513.8964896854
11114,5003487.546532973
11115,474825.63430362474
11116,128683.27738542782
11117,458609.8502917821
11118,380902.04680970364
11119,1859271.663662189
11120,948592.3997886601
11121,1641287.4480863481
11122,701263.3277004012
11123,241942.58782917657
11124,1723883.4612268135
11125,817246.9333418392
11126,288398.04994576506
11127,663708.8551140197
11128,552123.5744127292
11129,1871264.2215978368
11130,2332901.039221297
11131,655577.6088703282
11132,773322.9901860562
11133,346743.3243356955
11134,2625359.13834766
11135,956949.984489149
11136,311976.3310886375
11137,399250.3526079055
11138,1031531.2205590578
11139,499139.1248525432
11140,2966718.3116133604
11141,1783356.379510641
11142,1115326.4849852575
11143,750384.7238640147
11144,2124028.274346957
11145,591940.638886429
11146,1034749.790343625
11147,1109653.1671809182
11148,1384701.0866733743
11149,1074386.872940942
11150,922674.2072869043
11151,860638.5891855516
11152,1329587.2321073306
11153,3189695.3197339023
11154,1623846.047455408
11155,1551300.1921389666
11156,942311.8290397107
11157,182429.66823245824
11158,1017676.3413033631
11159,901405.7093902909
11160,781003.8038303205
11161,599270.2031729367
11162,1265331.8926048265
11163,693575.7226507168
11164,1410892.922595737
11165,1035075.8612770663
11166,2520536.353162419
11167,198613.19964326065
11168,952979.5246175936
11169,973761.9582374756
11170,643237.2057039302
11171,1597280.7950107912
11172,1107953.5578514033
11173,905902.1536452178
11174,1881878.359869773
11175,498479.90611767553
11176,837079.7720157312
11177,545581.9933977793
11178,2628138.0550127053
11179,1128969.882626529
11180,1249288.6977129579
11181,550486.9124127349
11182,2039731.8825212815
11183,911909.38565459
11184,331074.3552380289
11185,328858.1306617188
11186,1444750.0809946319
11187,204654.8985135109
11188,714051.7141626575
11189,575273.271349466
11190,643880.7393321816
11191,969169.4850659752
11192,980963.9055654847
11193,2048494.4382790122
11194,923763.8650283498
11195,459643.2978653816
11196,395032.1114718744
11197,758822.5618080514
11198,3532766.422982719
11199,420292.98245814024
11200,526879.3328627779
11201,563813.1434499829
11202,911331.5507609406
11203,1410651.1365876344
11204,1190483.276883361
11205,483639.7960905398
11206,788004.6390558763
11207,1360704.9064643455
11208,1198443.37812438
11209,736646.1241817665
11210,750019.215857608
11211,1503546.5234389955
11212,510174.8010505822
11213,1672464.446847844
11214,1448433.385341015
11215,411358.7806458505
11216,1732493.4789886898
11217,1424058.9113152372
11218,290690.1889442554
11219,317282.5717051022
11220,345838.45646966074
11221,1992785.3764061532
11222,915608.9882944378
11223,997510.2853577134
11224,617056.4990008997
11225,368976.65029081807
11226,359773.78120764607
11227,605394.2461630726
11228,2377836.8431960265
11229,1114545.4762050395
11230,1114921.1016421684
11231,1731448.9733522628
11232,960722.9010603243
11233,990254.2848141921
11234,586682.9760964822
11235,1524822.3709565026
11236,3105649.8924415084
11237,597453.1975790319
11238,293733.8544192392
11239,1493611.7860495297
11240,693197.6172657551
11241,1736214.8488815306
11242,932905.0436887826
11243,936027.9649009848
11244,896815.639737335
11245,4555634.694281471
11246,380481.670921395
11247,1856129.6146583608
11248,1537891.4674643779
11249,144135.8373192921
11250,1358797.5434095159
11251,486119.88367259916
11252,559532.7188764071
11253,1042195.3263666125
11254,491819.0005630319
11255,2019836.6251261493
11256,804110.0212573603
11257,655516.8840384796
11258,1504346.7895025925
11259,307410.1279448835
11260,2178168.7596258484
11261,598960.334462133
11262,321798.7141851558
11263,1356244.1983490794
11264,757724.374602258
11265,92493.9940821334
11266,778430.3271461668
11267,388959.2823047884
11268,422521.5923650784
11269,1492417.5943778842
11270,1051460.6578720454
11271,497448.0368374555
11272,745154.1836941863
11273,711125.37019961
11274,705436.9512395182
11275,2005873.6986900237
11276,314814.2427383262
11277,407709.86834537593
11278,1617147.8304116784
11279,456638.97977657674
11280,812106.5964140755
11281,1605650.910517324
11282,1535999.6921331645
11283,827304.5769697592
11284,1647229.4842234817
11285,1187199.3742096247
11286,543602.987820261
11287,668083.2467661201
11288,505913.1564108097
11289,392577.5885460526
11290,192566.31448886305
11291,736414.5445667751
11292,883378.4869161762
11293,2054854.3141617775
11294,1827599.4912557944
11295,666742.1640573387
11296,1018849.9281149476
11297,577321.8098399069
11298,386261.6763624676
11299,1950501.6388051156
11300,300863.2071978072
11301,792988.7590411443
11302,1721020.3723397804
11303,198636.89909471734
11304,1847324.430770006
11305,1443135.5920703157
11306,2046355.828137993
11307,100844.31847228331
11308,859091.5194798853
11309,837485.6495790241
11310,923609.9250825822
11311,750530.349093803
11312,810214.2890577989
11313,521897.71392067056
11314,789301.2829364324
11315,599486.4176001279
11316,944889.6462029971
11317,743243.3595240179
11318,920576.2226383209
11319,1645369.168604655
11320,1665192.5836130732
11321,1101592.0432220635
11322,3863067.8337270613
11323,789079.7648769377
11324,1056674.8053690644
11325,858363.8406091623
11326,1520710.4197396154
11327,260812.36527349605
11328,707124.7529071183
11329,618742.3473185023
11330,721145.0803421279
11331,1035700.1498073881
11332,323632.48194613255
11333,1070245.7054034334
11334,1113194.0196200255
11335,2650267.8667103453
11336,1650523.8911661876
11337,551860.5908296269
11338,1563069.607532955
11339,753827.8247515543
11340,1216318.553838178
11341,1623151.2713439101
11342,771637.2148110701
11343,1064277.429573776
11344,945684.5072159913
11345,208427.1437721634
11346,3189085.3158152997
11347,366810.1886979615
11348,1779840.521834045
11349,659397.8077631218
11350,1801833.1225209783
11351,454204.23292334424
11352,443975.8611703932
11353,836082.5512579979
11354,1553722.7232714526
11355,784200.888388233
11356,882058.3215493856
11357,587119.6617908452
11358,1692510.451079586
11359,304174.84125468787
11360,819476.2440362399
11361,215270.0668020085
11362,935664.7773821137
11363,2586561.0545994304
11364,106231.13692095655
11365,847354.6953626244
11366,1359842.7132632833
11367,965728.0962087072
11368,967757.5956340248
11369,377261.9726150021
11370,1260383.4407893037
11371,450713.60532182583
11372,2203815.018783471
11373,2004187.3905264812
11374,575262.8216251082
11375,757406.5225471738
11376,519732.2083606336
11377,1706846.715592058
11378,1234845.0935358272
11379,1006923.9531892317
11380,22393.638800715635
11381,1442629.8478204655
11382,201592.94613309845
11383,911951.6304767644
11384,675006.5424033069
11385,430768.4321470014
11386,1355095.915365919
11387,1472466.8170951454
11388,1370468.0409954211
11389,534466.0458580959
11390,1780468.5756680998
11391,833556.1558667867
11392,1065600.6588497127
11393,115352.02005998965
11394,761315.5374081795
11395,733182.9327240743
11396,1097429.2172413063
11397,916803.7830292319
11398,1134098.209114068
11399,921778.6296599855
11400,606161.5454657474
11401,1908364.810451266
11402,1274628.9409955582
11403,240392.2426528493
11404,1086638.9955617567
11405,573641.1172136957
11406,771044.4568183083
11407,1296179.1698844482
11408,1985096.8971526904
11409,544064.2325630182
11410,263662.3322713345
11411,1991783.5814686914
11412,1193307.6024729074
11413,2063945.1233901794
11414,623544.2759384767
11415,1791260.1630409793
11416,1444014.4043879304
11417,1374503.4232172775
11418,1369301.2257539548
11419,964328.33448129
11420,2134824.5680238223
11421,499393.14958941337
11422,206248.10598646416
11423,1083028.7178485983
11424,575977.9916639916
11425,235169.0047660499
11426,594339.54562954
11427,657213.9054263475
11428,974672.0663253119
11429,561319.5104174948
11430,719148.1252747665
11431,1350474.0734323016
11432,422938.44439161936
11433,1045770.9354644662
11434,2416673.3121282593
11435,1330661.5033821056
11436,628106.3229053874
11437,1078680.8795447757
11438,-39526.984724164875
11439,2215208.3748951037
11440,4197829.670365847
11441,120591.60443161154
11442,1257345.0187722668
11443,1389267.5292594598
11444,315778.3066692335
11445,448756.97579032835
11446,2604123.5971711623
11447,57379.5989667762
11448,521593.5626056358
11449,469023.20372516394
11450,107931.25999225624
11451,981886.0246393436
11452,1636126.0378804754
11453,182671.76966034737
11454,205108.94117880508
11455,1910289.196069422
11456,102097.93891674088
11457,759371.2858796737
11458,992864.4474359314
11459,653520.0027104999
11460,1560268.3372513615
11461,767669.6500142365
11462,472449.9440404148
11463,972977.4418351122
11464,968679.3739234096
11465,2279110.2544662296
11466,109193.26902494328
11467,800817.4707104163
11468,216791.94558605776
11469,2052665.1148560415
11470,2342401.8349334532
11471,2634460.21893847
11472,2637777.8512920504
11473,71476.88988348786
11474,1822377.517507219
11475,841491.6561038905
11476,2063654.2375765461
11477,1023288.4805678851
11478,384159.7604687571
11479,1544997.4631133927
11480,1753956.2466354847
11481,101598.34781029525
11482,893043.3722935255
11483,2283907.624628738
11484,1497588.4633937452
11485,301889.73619348754
11486,1042058.9681878841
11487,780041.3266977287
11488,356359.9440059964
11489,1974080.030537546
11490,498014.96631077124
11491,748423.5971731563
11492,1990342.0889867712
11493,833474.9374409225
11494,3049044.7257259777
11495,1634375.6701279192
11496,1851373.0346324896
11497,678358.53447601
11498,241133.19383877996
11499,482734.8622681176
11500,2306180.513714101
11501,486780.3826027365
11502,1772300.7891753188
11503,558922.2829557183
11504,13949.925213339548
11505,595901.7861919798
11506,796013.3673963305
11507,540318.545567373
11508,1971875.5380923185
11509,678014.9479416909
11510,1221023.3987483373
11511,917266.0593688888
11512,1861486.6544056954
11513,552111.230214611
11514,283094.30038407387
11515,128872.1044327603
11516,925128.3106683521
11517,1163720.1502744416
11518,2930420.222624429
11519,565931.8822988659
11520,745966.9191528121
11521,4132126.725492779
11522,1303061.0147180832
11523,1042067.1441041307
11524,617451.6914641191
11525,117814.29531555664
11526,736338.3949935831
11527,401513.0632883966
11528,667436.3121837572
11529,978967.861464872
11530,827517.276484352
11531,254241.6617813931
11532,963326.036577811
11533,238119.54760936473
11534,203825.73851632656
11535,607589.0917542609
11536,1501381.7569433965
11537,408991.826038405
11538,772545.6557459827
11539,357316.77982412005
11540,987111.3946477014
11541,656842.1023035786
11542,1714087.8802552007
11543,916035.8308200218
11544,442024.7970880853
11545,220140.19887553857
11546,2992884.773469024
11547,835891.7790414271
11548,1049107.4819070105
11549,215731.88918507096
11550,790267.2694874622
11551,660027.9752148788
11552,965560.4711115997
11553,1673452.0417867485
11554,1874983.2722446301
11555,260129.19407506098
11556,446236.2991570593
11557,1717948.543037661
11558,521260.67046207795
11559,372027.5986836632
11560,1188044.6522595005
11561,296520.9486679918
11562,1571928.6805724935
11563,460222.151184726
11564,278511.9375447566
11565,486680.40431540384
11566,937625.3313417457
11567,1680698.0219593428
11568,287769.7916000026
11569,1737957.4361598485
11570,227974.53052385722
11571,534489.4112118158
11572,1895777.8424700259
11573,1156746.6980401152
11574,1599069.2355210073
11575,1349382.4928807884
11576,142392.0281374966
11577,284814.76726742147
11578,2251419.870588733
11579,529593.1064018501
11580,2811571.0108625605
11581,551735.0197211457
